,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2021-05-27,2,8,24,7,4,11,24,6,0
2021-05-28,11,6,13,13,5,4,9,4,0
2021-05-29,10,7,12,5,2,1,19,2,0
2021-05-30,7,4,6,8,1,1,9,1,0
2021-05-31,7,7,13,9,6,1,6,2,1
2021-06-01,12,7,11,16,6,3,54,5,1
2021-06-02,8,9,12,13,5,3,41,2,0
2021-06-03,8,4,23,15,4,9,30,7,0
2021-06-04,10,7,21,10,3,2,13,2,0
2021-06-05,15,6,4,4,6,3,40,3,0
2021-06-06,6,6,11,8,6,3,2,1,0
2021-06-07,3,7,18,6,9,3,10,2,0
2021-06-08,11,2,9,12,4,7,47,3,0
2021-06-09,7,8,20,5,3,11,16,0,0
2021-06-10,3,8,22,7,8,7,17,2,0
2021-06-11,9,7,21,16,8,5,27,3,0
2021-06-12,6,4,18,6,12,3,17,2,0
2021-06-13,14,7,19,9,3,2,0,2,1
2021-06-14,8,9,19,7,8,4,10,7,0
2021-06-15,9,8,17,11,11,6,57,4,1
2021-06-16,8,9,17,5,4,8,33,4,0
2021-06-17,5,6,16,12,11,6,36,5,1
2021-06-18,4,6,21,6,11,5,28,4,0
2021-06-19,15,5,17,5,2,3,27,5,0
2021-06-20,4,5,19,2,5,4,4,1,0
2021-06-21,8,8,11,0,2,2,7,1,3
2021-06-22,6,6,20,5,7,4,15,3,3
2021-06-23,6,4,24,8,3,5,35,1,0
2021-06-24,9,7,19,3,9,1,37,0,0
2021-06-25,6,7,20,3,2,1,36,6,1
2021-06-26,3,7,7,6,5,3,23,1,0
2021-06-27,4,5,10,4,0,1,4,2,0
2021-06-28,4,5,17,5,9,4,4,1,1
2021-06-29,6,6,16,5,5,3,25,2,3
2021-06-30,7,7,13,0,2,3,28,4,1
2021-07-01,6,7,5,3,10,2,17,4,1
2021-07-02,4,7,3,10,6,4,19,4,0
2021-07-03,5,7,8,1,3,3,13,0,1
2021-07-04,8,2,9,5,2,2,2,1,0
2021-07-05,4,4,13,3,0,4,3,3,0
2021-07-06,6,6,6,2,0,4,0,4,0
2021-07-07,6,6,5,2,10,2,22,1,0
2021-07-08,3,7,2,18,3,6,18,1,1
2021-07-09,4,6,4,4,5,2,21,1,0
2021-07-10,4,6,4,1,0,1,10,1,0
2021-07-11,1,6,6,2,0,2,2,0,0
2021-07-12,6,2,5,4,4,5,4,1,0
2021-07-13,6,3,0,3,6,5,12,2,0
2021-07-14,2,5,11,1,1,3,34,0,1
2021-07-15,2,4,8,2,4,3,6,1,0
2021-07-16,3,4,1,2,1,4,16,0,0
2021-07-17,3,1,3,1,2,2,22,3,0
2021-07-18,5,2,3,0,1,2,2,0,0
2021-07-19,3,2,5,1,1,2,1,2,0
2021-07-20,3,4,4,3,0,0,16,0,0
2021-07-21,4,4,7,0,1,5,18,1,1
2021-07-22,3,4,5,0,1,1,15,0,1
2021-07-23,2,4,3,1,5,0,20,2,0
2021-07-24,3,4,3,1,2,2,9,0,0
2021-07-25,6,3,4,0,0,0,1,0,0
2021-07-26,6,3,4,2,3,3,0,0,0
2021-07-27,2,4,4,3,3,0,25,3,0
2021-07-28,3,5,2,4,2,2,19,0,1
2021-07-29,7,5,1,4,3,1,8,1,0
2021-07-30,1,4,3,2,0,1,9,2,0
2021-07-31,3,3,0,0,0,0,8,1,0
2021-08-01,6,3,1,4,0,3,1,0,0
2021-08-02,5,2,4,0,5,2,1,1,0
2021-08-03,1,4,1,2,0,4,8,3,0
2021-08-04,7,4,0,2,1,2,12,0,0
2021-08-05,1,5,4,7,2,0,5,1,0
2021-08-06,3,4,0,0,0,3,14,0,0
2021-08-07,1,3,4,2,1,0,0,0,1
2021-08-08,2,2,1,2,2,3,0,0,0
2021-08-09,2,2,6,5,1,3,2,0,0
2021-08-10,0,4,0,3,3,3,7,0,0
2021-08-11,1,6,5,1,0,5,8,1,0
2021-08-12,3,5,4,1,1,1,9,0,0
2021-08-13,2,5,3,0,4,1,2,2,0
2021-08-14,0,5,1,1,0,1,18,0,0
2021-08-15,3,2,0,0,0,1,1,0,0
2021-08-16,2,2,5,1,0,2,1,0,0
2021-08-17,5,5,4,0,1,2,6,0,1
2021-08-18,1,5,2,0,1,3,2,0,0
2021-08-19,0,4,2,4,3,2,4,0,1
2021-08-20,2,5,2,2,0,1,1,0,0
2021-08-21,2,5,1,1,0,5,13,0,0
2021-08-22,0,2,0,0,3,0,1,0,0
2021-08-23,1,1,0,1,0,6,1,1,0
2021-08-24,3,3,0,2,0,2,7,0,0
2021-08-25,3,5,2,0,0,3,7,0,0
2021-08-26,2,6,3,1,1,3,5,0,0
2021-08-27,2,4,1,0,2,1,8,1,1
2021-08-28,1,4,0,0,0,3,3,0,0
2021-08-29,1,3,0,0,0,3,1,1,0
2021-08-30,2,1,2,5,2,4,2,0,0
2021-08-31,0,2,1,5,3,4,8,0,0
2021-09-01,4,3,1,3,1,2,7,0,0
2021-09-02,2,3,1,1,0,3,3,0,0
2021-09-03,0,3,0,0,1,5,2,0,0
2021-09-04,1,3,0,1,1,0,4,0,0
2021-09-05,0,3,0,2,0,0,0,0,0
2021-09-06,0,2,0,0,0,0,0,0,0
2021-09-07,1,2,2,0,0,1,8,1,0
2021-09-08,4,3,0,1,0,0,4,0,0
2021-09-09,0,2,1,4,1,1,7,1,0
2021-09-10,1,3,1,0,2,1,2,0,0
2021-09-11,0,3,0,1,3,0,7,0,0
2021-09-12,0,2,0,1,1,0,1,0,0
2021-09-13,0,1,1,1,2,0,3,0,0
2021-09-14,0,0,0,1,3,2,2,0,0
2021-09-15,0,4,0,4,1,0,4,0,0
