,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2021-05-27,70,50,546,49,67,91,359,188,42
2021-05-28,60,39,515,50,54,54,789,134,8
2021-05-29,92,19,335,43,71,17,937,0,2
2021-05-30,120,32,202,40,84,6,904,0,0
2021-05-31,74,62,436,631,84,132,1025,103,13
2021-06-01,86,72,727,34,85,111,979,191,22
2021-06-02,137,63,599,40,155,100,631,156,1
2021-06-03,104,127,685,53,70,19,632,0,8
2021-06-04,72,141,719,72,80,134,807,139,34
2021-06-05,88,113,376,35,59,52,1052,86,0
2021-06-06,90,137,145,38,69,0,991,130,0
2021-06-07,123,161,641,29,66,138,881,109,4
2021-06-08,91,173,713,26,58,173,981,140,14
2021-06-09,102,183,773,65,80,141,629,130,2
2021-06-10,170,249,758,76,83,110,279,129,5
2021-06-11,134,230,863,75,79,123,731,40,2
2021-06-12,80,261,442,56,115,46,1085,0,0
2021-06-13,72,251,428,32,37,14,1165,0,0
2021-06-14,122,226,769,39,101,201,665,228,12
2021-06-15,160,245,952,38,82,137,724,111,7
2021-06-16,102,254,922,1852,51,184,149,134,16
2021-06-17,96,238,826,66,109,241,880,55,3
2021-06-18,167,221,752,58,77,236,952,147,13
2021-06-19,144,197,423,34,62,26,964,0,1
2021-06-20,69,296,513,21,41,19,1009,0,0
2021-06-21,86,267,915,2,39,55,488,2,1
2021-06-22,148,253,1025,773,60,212,335,791,53
2021-06-23,162,241,894,47,133,150,638,1,4
2021-06-24,86,209,481,98,83,154,831,84,10
2021-06-25,108,223,750,479,49,124,637,23,9
2021-06-26,150,166,466,22,62,60,783,0,6
2021-06-27,124,157,332,19,71,3,828,0,3
2021-06-28,140,136,779,47,42,179,364,306,13
2021-06-29,100,256,749,46,114,141,630,214,26
2021-06-30,249,264,888,82,115,157,93,189,38
2021-07-01,153,236,770,960,57,98,98,132,1
2021-07-02,92,264,774,21,102,119,639,81,8
2021-07-03,94,227,339,37,40,23,645,0,3
2021-07-04,147,66,322,16,100,1,736,0,0
2021-07-05,138,203,505,35,31,128,897,110,4
2021-07-06,117,212,705,9,44,77,587,0,9
2021-07-07,153,234,477,27,72,114,138,246,25
2021-07-08,138,336,648,53,86,119,538,132,2
2021-07-09,163,223,478,67,38,132,536,0,0
2021-07-10,106,252,272,33,80,19,656,1,1
2021-07-11,112,228,337,511,22,1,556,0,0
2021-07-12,166,252,188,2,76,64,520,175,2
2021-07-13,142,249,390,26,78,80,299,229,3
2021-07-14,166,211,469,35,80,79,213,181,1
2021-07-15,179,235,481,35,38,71,522,154,0
2021-07-16,114,192,407,22,44,67,542,0,0
2021-07-17,123,91,396,28,83,1,468,0,1
2021-07-18,128,165,261,425,25,4,566,1,0
2021-07-19,140,175,353,0,40,161,571,201,162
2021-07-20,142,183,445,5,16,132,320,199,12
2021-07-21,114,159,405,28,59,118,240,228,0
2021-07-22,145,250,373,15,38,78,498,164,0
2021-07-23,126,214,294,159,82,92,516,196,2
2021-07-24,100,231,167,17,28,28,483,0,0
2021-07-25,100,177,90,22,13,8,523,100,0
2021-07-26,125,171,272,3,36,110,378,254,0
2021-07-27,95,233,292,144,42,95,216,223,25
2021-07-28,118,187,287,14,38,93,117,259,0
2021-07-29,100,272,213,14,70,62,333,268,12
2021-07-30,134,173,228,10,62,101,332,179,0
2021-07-31,132,199,118,10,17,22,352,10,0
2021-08-01,82,195,92,20,5,5,231,15,0
